"Fruits: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2020 January","2020 February","2020 March","2020 April","2020 May","2020 June","2020 July","2020 August","2020 September","2020 October","2020 November","2020 December","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December"
"..REGION X (NORTHERN MINDANAO)","FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",27.50,25.00,27.50,27.50,28.75,32.50,30.00,30.00,30.00,30.00,32.50,30.00,28.60,30.00,31.00,29.00,29.00,29.00,30.00,30.00,30.00,30.00,30.00,30.00,34.29,45.00,45.00,45.00,45.00,46.88,46.25,48.75,45.00,46.25,48.75,50.00,53.75,53.75,50.00,48.75,52.50,52.50,50.00,50.00,52.50,49.74,45.73,45.73,45.73,45.75,48.50,49.00,48.38,44.63,45.88,47.75,47.75,48.38,49.00,49.00
"..REGION X (NORTHERN MINDANAO)","FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",36.81,35.54,37.45,35.54,36.18,36.18,35.54,35.54,34.92,35.54,34.92,34.28,38.09,36.19,34.93,34.29,33.66,33.66,31.74,31.74,28.57,28.57,28.57,28.57,33.34,33.75,34.59,34.17,32.09,33.75,35.00,35.84,38.34,37.50,36.46,37.09,42.08,40.25,38.75,38.75,40.42,41.25,40.84,43.34,44.17,43.34,43.75,43.87,45.59,44.11,46.98,45.84,45.88,47.09,45.00,46.13,46.46,45.84,46.25,46.25
"..REGION XI (DAVAO REGION)","FRESH FRUIT, AVOCADO, 1 KG",64.09,71.55,71.95,76.25,78.64,76.75,59.88,60.05,62.17,66.98,70.11,74.67,78.41,83.62,80.35,84.00,68.08,65.07,59.62,59.92,68.76,74.87,78.10,86.25,99.71,101.34,96.00,91.09,105.40,96.03,79.77,69.69,71.18,78.29,103.92,114.17,122.55,102.68,95.34,97.32,91.83,80.19,73.62,74.65,82.98,98.15,113.30,116.63,113.85,118.16,110.42,111.11,105.60,99.28,96.12,93.27,101.34,108.75,113.45,129.85
"..REGION XI (DAVAO REGION)","FRESH FRUIT, BANANA, CARDAVA, MEDIUM, 1 KG",33.56,30.92,29.15,34.15,34.45,35.32,35.32,36.21,36.21,36.21,34.45,29.67,29.67,27.91,27.03,26.14,25.62,25.08,27.55,28.55,25.15,26.36,23.59,24.79,25.38,26.98,27.54,26.67,31.27,24.07,22.88,22.88,25.48,24.13,25.07,24.19,23.13,21.90,21.03,24.36,27.61,28.98,28.25,28.61,29.09,36.94,34.84,36.04,36.13,32.03,31.71,32.67,33.84,34.59,34.54,34.79,32.67,32.79,29.40,30.65
"..REGION XI (DAVAO REGION)","FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",54.32,55.09,54.58,62.87,66.00,64.75,63.49,62.35,63.78,61.40,57.94,50.05,50.04,46.82,46.97,49.17,48.26,44.14,42.59,43.76,42.18,40.12,39.48,38.93,38.99,40.79,43.14,43.15,45.21,42.70,41.98,41.83,41.59,42.02,43.46,44.40,46.65,51.61,52.75,53.70,54.84,54.78,58.03,59.47,60.65,63.00,64.57,65.92,66.74,72.08,73.94,73.89,72.06,71.38,70.17,71.40,70.73,70.33,73.13,71.96
"..REGION XI (DAVAO REGION)","FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",32.37,32.98,32.62,36.51,38.79,37.84,36.92,38.00,38.20,35.57,34.28,33.49,33.14,30.80,31.27,31.06,28.81,30.17,28.49,28.54,29.85,31.37,29.93,28.97,29.88,31.04,30.33,29.76,31.05,28.95,28.02,28.50,27.32,28.74,30.68,31.49,30.91,32.62,32.30,32.43,33.30,31.96,33.34,35.94,36.62,37.05,38.04,40.61,40.85,41.56,40.44,40.37,39.67,39.18,38.90,39.51,38.66,38.65,38.56,38.64
"..REGION XI (DAVAO REGION)","FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",22.37,22.13,22.96,26.79,26.31,23.68,25.11,27.50,25.11,24.52,23.92,21.89,26.66,23.28,21.53,22.97,20.10,22.49,22.14,21.67,25.63,22.50,24.17,22.67,20.00,20.38,22.25,20.00,21.13,22.50,24.00,24.63,24.38,23.75,26.25,26.25,25.00,25.63,26.25,26.25,26.25,26.00,25.00,29.29,26.43,26.88,26.88,25.63,25.63,28.75,27.50,26.88,25.75,23.25,22.63,22.63,25.75,28.75,28.75,26.38
"..REGION XI (DAVAO REGION)","FRESH FRUIT, GUAVA, BAYABAS, 1 KG",71.75,74.86,74.80,76.17,77.48,77.93,77.47,76.24,76.12,75.47,73.93,73.93,62.11,62.04,62.86,64.09,63.64,64.28,61.08,61.49,63.55,57.42,63.00,65.50,73.20,68.28,66.80,68.05,69.03,73.02,71.01,65.03,73.83,69.78,78.56,76.02,73.67,74.66,80.39,82.93,85.17,84.80,82.83,80.72,82.20,84.49,85.72,90.67,99.28,99.50,101.25,103.19,104.03,104.36,103.75,101.08,100.19,98.75,90.70,90.70
"..REGION XI (DAVAO REGION)","FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",94.38,89.64,98.88,99.55,92.67,93.48,86.58,84.01,102.49,99.54,97.46,93.15,119.20,99.59,95.10,107.51,92.79,84.49,92.97,89.51,97.18,87.13,91.38,96.10,96.17,91.58,93.58,95.67,95.67,101.29,98.17,102.46,102.88,98.55,104.42,98.13,101.67,102.11,96.75,100.92,100.30,89.73,96.33,100.13,107.25,120.88,110.25,118.29,128.25,113.29,122.33,120.54,119.29,97.00,87.71,97.71,133.54,154.92,128.13,131.67
"..REGION XI (DAVAO REGION)","FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",106.31,124.30,127.57,124.30,104.67,103.04,98.13,103.04,129.20,137.38,118.58,111.21,230.60,209.34,140.65,137.38,139.02,98.13,89.14,91.02,91.33,84.24,95.21,101.21,107.69,108.73,92.98,91.98,105.48,97.09,103.53,115.79,113.84,113.38,115.67,99.92,93.17,104.17,104.69,103.09,86.88,88.03,92.29,95.32,108.34,119.75,115.44,115.94,126.46,129.67,137.38,138.63,127.92,120.09,112.42,123.82,152.59,150.46,128.50,125.71
"..REGION XI (DAVAO REGION)","FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",40.22,40.60,40.60,46.31,45.02,45.70,46.00,44.72,46.97,45.62,44.65,42.40,42.54,42.16,40.75,41.04,39.54,37.29,35.79,35.17,39.75,36.63,37.88,37.17,37.40,35.90,36.63,37.04,36.84,37.46,36.63,36.21,35.79,36.11,37.57,37.57,37.04,38.57,37.84,37.21,37.21,38.13,37.90,39.04,39.36,38.65,40.88,39.50,40.11,40.75,40.11,40.21,41.46,43.96,44.90,46.98,53.03,60.53,55.84,49.28
"..REGION XI (DAVAO REGION)","FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",36.74,35.72,37.05,38.79,38.69,38.69,36.66,36.85,38.76,39.15,37.44,36.85,37.05,37.29,34.37,36.12,36.31,35.57,33.66,36.72,36.61,35.77,32.17,32.82,35.82,35.22,35.92,34.04,36.67,37.11,38.47,38.52,39.03,38.44,38.86,40.14,37.56,38.04,37.18,35.39,37.72,32.67,36.54,36.90,36.71,41.02,41.17,42.29,41.44,42.38,43.00,42.67,42.67,42.64,42.21,44.07,47.49,50.71,48.42,47.89
"..REGION XI (DAVAO REGION)","FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",39.76,39.44,39.20,41.62,41.21,41.41,39.75,39.44,40.49,40.29,39.21,38.92,40.29,39.55,40.33,39.95,39.58,39.69,38.68,39.39,41.30,39.39,41.47,41.50,41.80,41.89,42.14,42.09,42.64,42.67,44.73,43.92,43.98,44.06,44.70,43.72,45.21,46.31,46.21,45.85,45.52,44.28,45.12,45.80,45.62,46.14,47.99,47.98,48.69,49.16,49.20,49.20,50.21,50.24,51.41,50.93,51.08,52.45,52.80,54.53
"..REGION XI (DAVAO REGION)","FRESH FRUIT, GRAPES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, GUYABANO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, LANZONES, 1 KG",126.67,117.33,118.67,109.33,104.00,112.00,114.67,124.01,112.00,72.00,69.33,72.00,73.34,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,37.50,37.50,50.00,42.00,58.00,68.00,77.00,76.00,66.00,68.33,68.33,68.33,73.33,75.00,85.00,50.00,60.00,68.33,68.33,65.00,90.00,78.33,60.00,58.33,64.17,72.50,65.00,69.17,66.67,65.00,65.00,65.00,63.33,48.33,37.50,23.33,26.67
"..REGION XI (DAVAO REGION)","FRESH FRUIT, RAMBUTAN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, POMELO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","CALAMANSI, LOOSE, 1 KG",47.60,39.69,39.65,65.50,64.07,50.88,51.45,44.35,40.46,36.91,40.82,42.23,46.05,48.31,51.13,47.78,54.43,58.86,52.70,54.69,58.62,56.79,59.91,58.12,61.70,69.39,72.00,74.03,80.40,76.36,72.93,73.48,75.72,68.69,65.75,68.50,67.86,62.93,59.72,68.89,72.03,77.58,68.20,63.13,59.88,53.88,56.94,55.70,52.34,53.76,53.18,63.26,67.00,67.09,64.04,64.08,57.79,53.53,57.40,53.17
"..REGION XI (DAVAO REGION)","FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",34.98,36.44,34.98,34.98,29.89,29.89,36.44,37.18,38.64,37.18,34.98,34.26,32.80,34.26,34.26,35.72,30.61,28.14,33.53,36.97,37.03,35.23,36.42,39.63,38.96,40.21,41.32,41.79,40.79,40.57,41.28,40.38,41.92,43.07,40.92,40.50,40.32,41.11,39.19,39.76,43.79,43.67,44.92,45.15,46.53,48.38,49.94,49.92,49.32,50.57,48.42,50.28,49.15,52.09,52.03,52.40,55.86,56.75,55.40,57.00
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, AVOCADO, 1 KG",63.30,62.48,61.66,55.27,63.80,59.82,58.80,52.25,55.32,56.73,57.75,61.20,76.73,68.54,65.75,60.82,52.75,53.19,55.06,53.27,56.17,58.67,63.22,68.02,71.72,72.50,72.28,68.63,65.54,63.44,67.58,67.08,72.54,76.49,82.60,91.58,93.06,87.22,79.17,79.56,75.47,70.75,69.32,69.61,73.78,77.75,81.90,91.60,95.52,95.22,84.38,82.02,85.21,88.41,86.74,83.57,87.89,92.21,97.07,107.50
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, BANANA, CARDAVA, MEDIUM, 1 KG",27.01,25.62,26.44,29.59,30.03,31.82,34.19,34.19,33.37,31.49,30.60,26.27,23.91,25.54,24.72,27.74,27.50,26.36,23.42,22.50,22.67,22.67,23.58,22.83,22.58,22.83,22.50,22.42,22.83,22.83,22.42,21.17,22.00,22.00,21.17,19.67,20.50,20.83,20.58,23.25,20.58,21.25,22.42,22.83,21.67,21.33,21.25,22.17,21.50,21.17,21.58,21.33,21.33,23.17,24.83,22.83,23.42,23.25,22.83,22.17
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",46.06,46.20,46.29,51.73,55.10,57.83,58.08,58.84,58.93,56.90,56.16,52.58,50.99,51.20,50.66,53.30,52.87,50.51,48.79,48.21,47.28,48.12,46.91,47.07,47.15,46.43,45.37,43.85,43.71,43.34,43.26,43.81,44.66,44.45,44.09,45.30,49.50,50.95,52.09,53.51,53.71,52.29,52.18,54.25,52.89,53.04,53.97,54.92,55.92,54.47,54.79,56.63,54.70,54.22,54.24,55.29,57.05,55.80,55.23,55.04
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",33.15,34.66,33.89,37.84,39.83,41.95,41.13,40.06,40.83,38.17,39.07,35.30,34.49,35.35,34.64,36.58,35.77,33.41,32.99,32.37,31.66,32.52,33.58,32.12,33.19,31.47,31.43,30.24,30.23,29.32,30.19,30.60,30.45,30.71,30.71,31.23,31.78,32.25,32.55,33.08,33.04,33.24,34.32,34.83,34.66,34.67,35.59,36.21,37.69,36.28,36.36,38.77,37.83,38.18,39.43,38.90,38.70,38.61,38.34,38.91
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",26.62,26.90,26.90,31.15,29.73,31.86,31.86,30.58,31.29,33.27,36.80,33.97,32.55,33.96,35.37,38.20,38.91,38.20,37.50,36.88,36.25,38.13,38.13,36.25,32.88,33.75,32.50,31.88,30.38,28.75,30.00,29.38,28.75,30.63,33.13,30.00,28.13,27.50,27.50,30.63,27.50,28.75,30.63,31.88,31.88,31.88,30.00,30.00,32.50,30.00,30.63,30.38,30.38,30.00,31.63,32.00,30.63,31.88,32.50,32.50
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, GUAVA, BAYABAS, 1 KG",51.87,50.24,51.89,50.31,50.18,48.31,48.08,49.24,50.76,49.39,47.08,41.62,47.83,48.73,48.48,50.42,49.31,49.31,47.03,47.58,48.46,48.77,47.94,50.03,52.35,54.22,55.51,56.78,59.78,59.31,59.16,58.60,59.17,62.02,65.35,70.19,80.51,76.22,73.40,72.73,72.52,72.79,71.33,69.06,67.84,68.41,70.21,71.63,77.22,74.78,70.79,72.93,68.83,68.66,68.21,68.12,70.41,68.12,58.60,59.81
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",91.83,94.86,98.84,96.08,86.11,83.15,85.61,92.15,108.11,108.00,97.23,95.50,119.35,111.79,106.64,116.62,92.62,87.24,99.91,103.25,106.43,101.49,100.63,107.41,104.05,106.84,103.09,99.01,98.09,106.34,113.74,122.01,118.63,116.04,117.95,115.77,117.61,120.98,115.73,118.59,109.93,105.84,106.51,116.86,130.22,130.72,116.01,117.57,119.13,114.47,122.74,123.80,113.09,103.95,103.47,124.22,160.76,156.20,125.43,133.77
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",18.34,18.99,18.97,19.68,19.64,19.22,19.64,21.61,23.06,23.30,22.40,22.01,21.57,21.27,21.06,22.12,21.65,21.24,21.09,21.88,21.83,22.13,22.00,22.21,22.63,22.21,22.09,23.00,24.47,23.13,22.50,22.49,21.67,21.67,22.04,21.92,22.96,22.75,22.54,23.83,24.11,23.63,23.42,23.63,23.42,24.50,24.50,24.50,23.77,23.16,23.83,24.62,24.37,25.12,25.33,29.90,35.11,34.10,30.77,28.06
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",21.87,22.90,22.53,23.07,22.85,23.18,23.18,24.80,25.79,27.18,25.37,24.78,25.07,25.25,25.25,23.80,25.11,23.44,23.21,22.90,23.53,23.53,22.94,22.25,22.32,22.40,23.04,23.65,23.65,24.07,24.44,24.88,25.13,22.53,23.57,24.09,24.73,25.15,25.94,27.09,24.46,26.13,24.98,25.40,25.57,26.29,25.50,25.86,26.42,25.54,25.36,24.84,26.59,26.40,27.46,30.94,33.75,35.53,32.78,32.19
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",34.76,34.14,33.53,33.35,33.68,33.74,33.72,32.84,33.05,34.11,32.30,32.82,35.09,34.66,34.82,36.72,38.39,37.74,37.63,36.79,36.38,36.38,38.80,39.01,39.54,39.54,39.54,38.54,38.46,38.59,41.34,41.75,42.92,42.88,43.34,47.13,49.21,48.13,48.54,48.33,49.21,47.92,49.33,50.42,49.46,50.71,51.33,51.33,50.92,47.34,46.50,49.14,51.20,47.19,46.79,46.18,45.77,43.96,44.17,45.35
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, GRAPES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
