"Fruits: Farmgate Prices by Commodity, by Region and by Province, Monthly, 2010-2024"

"Geolocation","Commodity","2020 January","2020 February","2020 March","2020 April","2020 May","2020 June","2020 July","2020 August","2020 September","2020 October","2020 November","2020 December","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December"
"..REGION XI (DAVAO REGION)","Banana, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,25.00,25.00,20.00,20.00,20.00,25.00,25.00,25.00,..,..,..
"..REGION XI (DAVAO REGION)","Bignay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","Breadfruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","Camatchili",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","Canistel",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","Duhat",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","Golden Melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","Karamay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","Lemon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.48,34.11,..,..,..
"..REGION XI (DAVAO REGION)","Lime",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","Makopa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XI (DAVAO REGION)","Passion fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Tambis",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Atis [Sugarapple]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,40.00,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Avocado",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.29,22.95,40.88,35.20,26.18,..,..,..,..,25.18,19.75,21.38,20.38,11.66,11.70,16.34,20.44,18.69,..,53.36,41.90,34.30,26.20,38.77,24.15,22.34,30.60,26.58,24.80,55.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Banana Bungulan, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.43,16.36,16.36,15.93,18.07,15.56,15.62,15.62,15.62,..,..,..
"..REGION XII (SOCCSKSARGEN)","Banana Cavendish",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.38,33.86,38.42,30.52,36.57,26.95,32.91,30.80,33.60,22.56,18.95,13.34,17.88,15.12,20.35,13.51,14.26,22.43,30.17,32.36,30.99,..,..,..
"..REGION XII (SOCCSKSARGEN)","Banana Lakatan, green",27.87,29.30,29.95,34.41,34.45,33.54,32.82,34.29,34.95,33.22,29.19,24.48,25.33,24.50,25.43,27.75,22.31,20.97,17.99,16.75,17.63,17.47,17.05,16.48,18.26,19.37,19.22,18.38,17.54,17.81,19.86,19.20,19.87,19.85,21.38,25.10,30.07,32.49,34.61,35.16,33.34,31.06,32.30,32.08,29.64,34.25,35.05,37.33,35.31,35.83,38.05,37.19,34.19,30.37,38.99,38.91,33.30,..,..,..
"..REGION XII (SOCCSKSARGEN)","Banana Latundan, green",8.96,8.95,10.76,11.76,11.90,11.05,12.29,11.74,13.50,12.51,10.84,10.29,10.45,9.79,11.03,11.83,10.72,10.03,9.05,9.68,8.97,8.98,7.96,8.37,9.11,8.60,9.83,8.54,7.86,7.64,8.37,8.48,8.80,8.10,8.82,9.41,10.34,9.80,9.65,10.03,10.85,9.58,9.18,9.70,9.13,9.96,10.70,11.13,11.32,10.60,11.01,10.25,10.90,11.49,13.47,14.64,20.34,..,..,..
"..REGION XII (SOCCSKSARGEN)","Banana Saba, green",7.77,8.22,9.29,9.98,10.28,9.94,10.08,11.02,10.30,10.81,9.92,10.05,8.53,7.02,7.68,8.08,7.75,6.71,5.45,5.53,6.09,6.36,6.28,6.36,5.85,6.43,5.98,6.07,5.81,5.43,5.60,5.44,5.61,6.64,6.45,6.35,5.54,6.17,6.72,7.14,7.86,7.25,6.84,7.34,7.12,7.74,7.70,7.98,7.55,7.86,8.07,9.93,10.59,11.09,9.56,10.37,20.10,..,..,..
"..REGION XII (SOCCSKSARGEN)","Calamansi",11.87,8.12,14.31,19.42,18.39,15.88,12.86,8.38,7.60,10.26,14.73,12.96,12.99,18.28,11.01,14.07,15.35,10.41,11.14,13.83,15.12,14.59,13.94,10.87,19.68,20.19,25.09,21.99,16.68,14.17,15.87,23.57,21.44,21.58,19.99,24.25,16.72,15.40,20.11,25.79,24.65,23.22,16.15,13.80,11.56,13.82,18.12,16.35,22.63,24.93,25.35,26.22,24.38,28.53,19.61,31.15,32.55,..,..,..
"..REGION XII (SOCCSKSARGEN)","Chico [Sapota]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,25.54,23.67,..,..,..
"..REGION XII (SOCCSKSARGEN)","Dragon fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,190.00,165.00,136.67,100.00,100.00,155.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Durian",41.02,31.86,32.13,34.41,35.06,38.25,32.27,28.39,25.10,29.89,36.37,38.76,47.43,42.22,52.79,39.10,41.97,41.23,39.76,33.99,30.05,32.39,30.60,..,28.50,30.03,27.15,36.30,35.40,43.02,42.81,40.41,41.94,38.73,37.58,45.73,40.32,44.07,37.48,35.23,37.06,45.28,41.72,35.17,31.17,35.83,29.39,38.75,38.19,39.63,47.54,47.60,32.98,34.88,47.83,38.77,42.72,..,..,..
"..REGION XII (SOCCSKSARGEN)","Grapes, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Grapes, red",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Guapple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.35,34.54,36.11,32.00,32.00,28.00,20.00,30.00,35.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Guava",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.83,25.41,22.50,22.92,24.17,29.99,23.61,26.11,22.76,33.31,25.49,50.66,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Guayabano [Soursop]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00,27.81,25.00,19.91,25.17,15.00,13.00,11.26,10.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Honeydew melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.60,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Jackfruit, ripe",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,36.59,30.59,35.00,40.00,30.00,30.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Lanzones",..,..,..,..,..,..,56.00,32.13,27.50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.11,76.94,65.35,..,..,44.39,..,..,..,..,..,..,..,54.72,53.59,36.27,54.40,..,..,50.00,50.62,51.84,25.00,20.00,50.00,32.28,26.73,19.11,..,..,..
"..REGION XII (SOCCSKSARGEN)","Mandarin Ladu",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Mandarin Szinkom",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Mango Carabao, green",39.67,42.90,39.84,32.09,33.09,35.15,33.22,36.86,38.18,37.39,37.20,51.06,42.81,45.11,40.24,40.46,39.12,35.88,42.43,36.88,43.24,39.59,39.28,45.42,44.71,46.41,36.07,38.92,44.40,48.88,45.08,41.35,45.75,43.72,41.65,47.34,46.26,49.45,51.16,48.89,39.10,39.28,42.27,41.16,58.12,39.61,48.60,51.98,50.01,44.15,52.80,23.17,32.48,42.30,57.25,30.00,60.74,..,..,..
"..REGION XII (SOCCSKSARGEN)","Mango Indian, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.00,47.81,62.08,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Mango Piko, green",..,..,..,..,19.12,21.34,21.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.41,..,30.00,30.00,74.30,80.00,25.00,30.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Mango, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.46,31.26,24.36,26.96,30.00,80.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Mangosteen",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.76,86.17,..,..,..,..,100.00,100.00,..,..,..,..,..,65.00,39.41,60.54,70.00,70.00,69.39,43.94,38.08,46.10,48.81,..,50.00,60.00,..,..,15.00,60.00,30.00,22.28,15.20,..,..,..
"..REGION XII (SOCCSKSARGEN)","Marang",20.00,13.03,14.61,..,..,..,14.86,11.90,12.77,..,..,..,..,..,..,..,..,..,14.55,14.48,18.27,..,..,13.42,33.93,..,..,..,19.31,16.85,15.83,15.49,..,..,26.95,..,..,11.52,12.99,21.30,..,..,12.96,11.63,8.53,15.92,..,..,..,15.00,..,30.00,30.00,30.00,10.00,18.02,14.22,..,..,..
"..REGION XII (SOCCSKSARGEN)","Muskmelon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.67,15.00,14.00,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Orange",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Papaya Hawaiian",3.40,3.37,3.32,3.27,3.38,3.46,3.44,3.98,3.37,3.48,4.48,4.53,4.42,4.56,4.51,4.55,4.51,4.19,4.51,4.49,4.48,4.49,4.49,4.47,4.35,4.60,4.43,4.46,4.45,4.51,4.48,4.52,4.74,4.43,4.48,4.56,4.57,4.52,4.46,4.53,4.55,4.43,4.72,5.04,5.64,5.70,5.46,..,5.60,5.58,5.91,5.70,5.80,5.80,4.75,4.75,4.75,..,..,..
"..REGION XII (SOCCSKSARGEN)","Papaya native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.00,5.00,5.00,7.00,..,10.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Papaya Sinta",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Papaya Solo",14.57,15.33,15.63,16.42,15.88,14.18,14.17,15.00,6.40,15.17,16.33,18.11,17.11,19.04,17.10,16.80,18.17,15.51,16.35,15.39,16.80,14.75,18.86,17.58,15.41,12.89,14.53,14.32,14.57,15.20,15.51,15.59,13.68,14.01,14.24,15.59,13.29,15.37,15.73,16.73,16.80,16.00,15.04,17.48,18.38,14.30,15.39,12.67,14.85,14.85,14.85,21.50,21.38,21.50,19.00,19.00,35.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Pineapple Formosa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Pineapple Hawaiian",5.43,5.02,4.83,4.64,4.22,5.11,4.51,4.54,4.39,4.55,6.83,5.28,4.69,5.53,4.88,7.59,6.52,4.98,4.36,7.05,4.72,5.05,4.54,6.37,5.51,4.72,4.17,6.99,4.43,4.41,4.25,4.25,4.69,5.07,4.72,4.62,4.50,4.58,5.14,4.48,4.52,4.75,5.04,4.35,4.62,5.50,5.66,5.63,4.97,4.53,6.97,4.80,4.85,4.80,4.47,4.80,4.60,..,..,..
"..REGION XII (SOCCSKSARGEN)","Pineapple native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Pomelo",34.20,38.53,25.00,24.63,29.13,..,..,58.71,51.92,43.92,45.09,28.43,27.21,28.78,30.05,26.79,34.05,35.62,38.65,28.67,27.73,39.47,39.76,35.48,28.68,39.62,37.26,29.55,31.09,27.69,27.77,46.93,42.25,26.55,26.14,44.47,48.56,41.73,47.50,39.91,44.76,48.08,46.55,53.63,50.96,48.45,43.52,40.54,50.00,33.83,60.00,25.00,80.00,60.00,32.50,21.88,55.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Rambutan",..,..,..,..,..,..,30.80,24.10,18.93,..,..,..,..,..,..,..,..,..,32.31,31.65,35.00,..,..,34.41,35.05,..,..,..,..,88.13,38.62,57.78,..,..,..,..,..,..,..,..,..,..,45.93,34.77,27.09,..,..,..,30.00,21.61,..,39.31,25.00,38.55,30.99,24.25,14.24,..,..,..
"..REGION XII (SOCCSKSARGEN)","Santol native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Siniguelas [Jamaica plum]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Starapple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Tamarind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.00,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Watermelon",13.92,8.50,8.43,8.70,9.13,..,13.37,6.16,7.54,7.16,8.01,13.68,11.74,14.60,11.49,10.91,6.73,11.25,8.18,9.19,12.84,15.45,14.32,14.71,17.12,13.71,9.32,15.67,22.55,24.07,..,12.87,13.00,14.18,12.83,16.13,19.63,12.59,14.75,15.26,14.62,21.50,12.53,16.76,27.35,15.06,16.64,19.11,21.87,18.24,23.21,17.00,10.69,30.00,10.82,20.33,21.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Anonas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Aratelis (Manzanita)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Balimbing",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Banana, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Bignay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Breadfruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Camatchili",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Canistel",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Duhat",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Golden Melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,20.00,20.00,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Karamay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Lemon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.08,..,..,31.08,..,..,..,..,30.00,..,..,..
"..REGION XII (SOCCSKSARGEN)","Lime",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Makopa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","Passion fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,25.00,25.00,..,..,..,..,..,..
"..REGION XIII (Caraga)","Tambis",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00,15.00,50.00,15.00,10.00,10.00,..,..,..
"..REGION XIII (Caraga)","Atis [Sugarapple]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.00,100.00,80.00,..,..,..
"..REGION XIII (Caraga)","Avocado",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.00,..,..,32.20,50.00,35.26,49.90,43.14,30.81,..,..,..
"..REGION XIII (Caraga)","Banana Bungulan, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,25.00,..,12.00,20.00,15.00,12.80,19.60,14.33,..,..,..
"..REGION XIII (Caraga)","Banana Cavendish",..,..,..,..,..,..,..,..,..,..,..,..,..,23.95,19.77,..,..,20.44,19.95,19.40,..,19.35,19.36,19.32,28.59,24.08,25.36,25.15,25.24,21.61,23.75,22.92,22.79,20.42,18.77,19.34,19.99,18.42,18.65,19.23,22.38,25.08,25.44,25.55,25.28,18.73,23.36,20.38,19.84,17.80,19.84,18.35,18.35,9.92,9.50,9.50,8.38,..,..,..
"..REGION XIII (Caraga)","Banana Lakatan, green",22.41,26.48,28.29,30.08,33.26,29.15,29.48,27.39,31.56,25.87,27.64,27.72,27.27,23.10,23.77,18.66,19.81,19.68,17.48,18.12,19.24,19.09,17.42,17.07,17.68,19.21,16.89,18.83,19.58,18.35,17.19,18.92,19.25,19.16,18.71,20.40,25.33,26.99,25.90,28.29,23.35,25.04,25.53,25.94,24.05,22.34,25.87,26.74,35.58,38.00,31.53,32.88,32.34,29.97,32.62,32.45,31.89,..,..,..
"..REGION XIII (Caraga)","Banana Latundan, green",15.94,16.03,14.00,15.02,17.14,15.93,16.06,17.24,16.02,18.47,17.61,18.47,16.01,17.39,17.01,17.06,17.08,16.20,16.31,15.69,16.48,15.24,15.31,14.96,15.10,15.59,12.69,11.76,14.06,20.17,14.65,16.20,15.11,15.37,15.09,16.14,16.45,15.51,15.73,15.72,14.57,16.29,14.60,14.87,16.23,16.26,17.74,17.81,18.54,20.20,17.44,12.48,12.16,11.41,13.06,13.61,13.91,..,..,..
