,Species,Geolocation,Value,Year,Quarter,Volume
5213,Tiger Prawn,Region IX (Zamboanga Peninsula),47314.11,2024, Quarter 1,117.74
5214,Tiger Prawn,Region X (Nothern Mindanao),29003.91,2024, Quarter 1,85.93
5215,Tiger Prawn,Region XI (Davao Region),35227.166666666664,2024, Quarter 1,234.51999999999998
5216,Tiger Prawn,Region XII (SOCCSKSARGEN),125119.01666666666,2024, Quarter 1,795.12
5217,Tiger Prawn,Region XIII (Caraga),23507.54,2024, Quarter 1,63.32
5218,Tiger Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),431.02,2024, Quarter 1,0.73
5219,Mudcrab,National Capital Region (NCR),4070.943333333333,2024, Quarter 1,25.52333333333333
5220,Mudcrab,Cordillera Administrative Region (CAR),1106.03,2024, Quarter 1,2.0100000000000002
5221,Mudcrab,Region I (Ilocos Region),3478.29,2024, Quarter 1,6.32
5222,Mudcrab,Region II (Cagayan Valley),2741.13,2024, Quarter 1,6.06
5223,Mudcrab,Region III (Central Luzon),878263.37,2024, Quarter 1,1150.81
5224,Mudcrab,Region IV-A (CALABARZON),22322.85,2024, Quarter 1,33.89
5225,Mudcrab,MIMAROPA Region,1651.43,2024, Quarter 1,3.59
5226,Mudcrab,Region V (Bicol Region),8495.3,2024, Quarter 1,15.74
5227,Mudcrab,Region VI (Western Visayas),220398.87,2024, Quarter 1,580.51
5228,Mudcrab,Region VII (Central Visayas),18.15,2024, Quarter 1,0.05
5229,Mudcrab,Region VIII (Eastern Visayas),7746.42,2024, Quarter 1,9.43
5230,Mudcrab,Region IX (Zamboanga Peninsula),17930.2,2024, Quarter 1,35.74
5231,Mudcrab,Region X (Nothern Mindanao),33815.07,2024, Quarter 1,87.85
5232,Mudcrab,Region XI (Davao Region),0.44,2024, Quarter 1,0.0
5233,Mudcrab,Region XII (SOCCSKSARGEN),849.64,2024, Quarter 1,1.07
5234,Mudcrab,Region XIII (Caraga),24681.11,2024, Quarter 1,40.58
5235,Mudcrab,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1578.36,2024, Quarter 1,1.86
5236,Endeavor Prawn,National Capital Region (NCR),286.1166666666667,2024, Quarter 1,0.9333333333333332
5237,Endeavor Prawn,Cordillera Administrative Region (CAR),112.97666666666667,2024, Quarter 1,0.6900000000000001
5238,Endeavor Prawn,Region I (Ilocos Region),665.11,2024, Quarter 1,1.9
5239,Endeavor Prawn,Region II (Cagayan Valley),1364.34,2024, Quarter 1,4.45
5240,Endeavor Prawn,Region III (Central Luzon),67008.16666666667,2024, Quarter 1,697.7833333333334
5241,Endeavor Prawn,Region IV-A (CALABARZON),4248.06,2024, Quarter 1,12.14
5242,Endeavor Prawn,MIMAROPA Region,193.01,2024, Quarter 1,0.82
5243,Endeavor Prawn,Region V (Bicol Region),4917.14,2024, Quarter 1,33.06
5244,Endeavor Prawn,Region VI (Western Visayas),235.77,2024, Quarter 1,1.03
5245,Endeavor Prawn,Region VII (Central Visayas),89.04666666666668,2024, Quarter 1,57.13333333333333
5246,Endeavor Prawn,Region VIII (Eastern Visayas),100.83,2024, Quarter 1,0.5333333333333333
5247,Endeavor Prawn,Region IX (Zamboanga Peninsula),3059.6733333333336,2024, Quarter 1,15.116666666666667
5248,Endeavor Prawn,Region X (Nothern Mindanao),67.22,2024, Quarter 1,0.36
5249,Endeavor Prawn,Region XI (Davao Region),8987.393333333333,2024, Quarter 1,85.19333333333334
5250,Endeavor Prawn,Region XII (SOCCSKSARGEN),1432.4399999999998,2024, Quarter 1,7.633333333333333
5251,Endeavor Prawn,Region XIII (Caraga),1960.95,2024, Quarter 1,5.2
5252,Endeavor Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),25041.233333333334,2024, Quarter 1,131.81666666666666
5253,White Shrimp,National Capital Region (NCR),6550.893333333333,2024, Quarter 1,106.70666666666666
5254,White Shrimp,Cordillera Administrative Region (CAR),62998.24,2024, Quarter 1,559.3000000000001
5255,White Shrimp,Region I (Ilocos Region),254.61,2024, Quarter 1,0.99
5256,White Shrimp,Region II (Cagayan Valley),36.61,2024, Quarter 1,0.24
5257,White Shrimp,Region III (Central Luzon),7110271.863333333,2024, Quarter 1,60424.15
5258,White Shrimp,Region IV-A (CALABARZON),318.58,2024, Quarter 1,0.91
5259,White Shrimp,MIMAROPA Region,209.47,2024, Quarter 1,0.81
5260,White Shrimp,Region V (Bicol Region),154.86,2024, Quarter 1,0.62
5261,White Shrimp,Region VI (Western Visayas),661.62,2024, Quarter 1,3.37
5262,White Shrimp,Region VII (Central Visayas),22.56,2024, Quarter 1,0.12
5263,White Shrimp,Region VIII (Eastern Visayas),9870.1,2024, Quarter 1,39.15
5264,White Shrimp,Region IX (Zamboanga Peninsula),825.0,2024, Quarter 1,7.03
5265,White Shrimp,Region X (Nothern Mindanao),140014.74,2024, Quarter 1,998.5466666666666
5266,White Shrimp,Region XI (Davao Region),362039.52999999997,2024, Quarter 1,2451.1666666666665
5267,White Shrimp,Region XII (SOCCSKSARGEN),323721.13666666666,2024, Quarter 1,1984.1466666666668
5268,White Shrimp,Region XIII (Caraga),15.52,2024, Quarter 1,0.09
5269,White Shrimp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),806274.1566666667,2024, Quarter 1,89036.74666666666
5270,Grouper,National Capital Region (NCR),8260.86,2024, Quarter 1,28.483333333333334
5271,Grouper,Cordillera Administrative Region (CAR),3240.24,2024, Quarter 1,2.6
5272,Grouper,Region I (Ilocos Region),7996.98,2024, Quarter 1,11.09
5273,Grouper,Region II (Cagayan Valley),4699.776666666667,2024, Quarter 1,16.916666666666668
5274,Grouper,Region III (Central Luzon),476440.29,2024, Quarter 1,4587.55
5275,Grouper,Region IV-A (CALABARZON),2379.16,2024, Quarter 1,2.95
5276,Grouper,MIMAROPA Region,9702.49,2024, Quarter 1,7.7
5277,Grouper,Region V (Bicol Region),10030.82,2024, Quarter 1,17.35
5278,Grouper,Region VI (Western Visayas),6457.58,2024, Quarter 1,16.05
5279,Grouper,Region VII (Central Visayas),2145.07,2024, Quarter 1,3.3
5280,Grouper,Region VIII (Eastern Visayas),9862.68,2024, Quarter 1,25.54
5281,Grouper,Region IX (Zamboanga Peninsula),788.64,2024, Quarter 1,1.99
5282,Grouper,Region X (Nothern Mindanao),70335.75,2024, Quarter 1,487.3633333333333
5283,Grouper,Region XI (Davao Region),230454.70333333334,2024, Quarter 1,1140.3766666666668
5284,Grouper,Region XII (SOCCSKSARGEN),23331.083333333332,2024, Quarter 1,165.3033333333333
5285,Grouper,Region XIII (Caraga),92613.78333333333,2024, Quarter 1,656.9666666666667
5286,Grouper,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),13.64,2024, Quarter 1,0.07
5287,Siganid,National Capital Region (NCR),4693.913333333334,2024, Quarter 1,15316.776666666667
5288,Siganid,Cordillera Administrative Region (CAR),98720.52333333333,2024, Quarter 1,15305.046666666667
5289,Siganid,Region I (Ilocos Region),13881.45,2024, Quarter 1,35.26
5290,Siganid,Region II (Cagayan Valley),225.76,2024, Quarter 1,0.7
5291,Siganid,Region III (Central Luzon),40.83,2024, Quarter 1,0.2
5292,Siganid,Region IV-A (CALABARZON),178.66,2024, Quarter 1,1.06
5293,Siganid,MIMAROPA Region,154.79,2024, Quarter 1,0.77
5294,Siganid,Region V (Bicol Region),88.88,2024, Quarter 1,0.5
5295,Siganid,Region VI (Western Visayas),31081.239999999994,2024, Quarter 1,5386.833333333333
5296,Siganid,Region VII (Central Visayas),10264.916666666666,2024, Quarter 1,6464.47
5297,Siganid,Region VIII (Eastern Visayas),130.77,2024, Quarter 1,0.72
5298,Siganid,Region IX (Zamboanga Peninsula),54427.003333333334,2024, Quarter 1,11475.659999999998
5299,Siganid,Region X (Nothern Mindanao),1855.8033333333335,2024, Quarter 1,71.64666666666666
5300,Siganid,Region XI (Davao Region),307.58,2024, Quarter 1,1.52
5301,Siganid,Region XII (SOCCSKSARGEN),3435.58,2024, Quarter 1,2.08
5302,Siganid,Region XIII (Caraga),127.09,2024, Quarter 1,0.54
5303,Siganid,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),597194.4400000001,2024, Quarter 1,87331.55666666667
5304,P. Vannamei,National Capital Region (NCR),16752.39,2024, Quarter 1,74.3
5305,P. Vannamei,Cordillera Administrative Region (CAR),707279.3866666667,2024, Quarter 1,102673.11
5306,P. Vannamei,Region I (Ilocos Region),11929.96,2024, Quarter 1,35.4
5307,P. Vannamei,Region II (Cagayan Valley),212979.52,2024, Quarter 1,532.45
5308,P. Vannamei,Region III (Central Luzon),1062263.3,2024, Quarter 1,2951.07
5309,P. Vannamei,Region IV-A (CALABARZON),61178.92,2024, Quarter 1,148.63
5310,P. Vannamei,MIMAROPA Region,34883.68,2024, Quarter 1,111.16
5311,P. Vannamei,Region V (Bicol Region),617.65,2024, Quarter 1,3.38
5312,P. Vannamei,Region VI (Western Visayas),746967.48,2024, Quarter 1,2265.78
5313,P. Vannamei,Region VII (Central Visayas),349631.92,2024, Quarter 1,1242.49
5314,P. Vannamei,Region VIII (Eastern Visayas),39814.66,2024, Quarter 1,158.89
5315,P. Vannamei,Region IX (Zamboanga Peninsula),21481.846666666668,2024, Quarter 1,78.78333333333333
5316,P. Vannamei,Region X (Nothern Mindanao),292.9,2024, Quarter 1,0.81
5317,P. Vannamei,Region XI (Davao Region),198677.77,2024, Quarter 1,737.65
5318,P. Vannamei,Region XII (SOCCSKSARGEN),208773.69,2024, Quarter 1,785.98
5319,P. Vannamei,Region XIII (Caraga),71511.56,2024, Quarter 1,213.45
5320,P. Vannamei,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),608757.0066666667,2024, Quarter 1,87368.84333333334
5321,Spiny Lobster,National Capital Region (NCR),45294.700000000004,2024, Quarter 1,74.60666666666667
5322,Spiny Lobster,Cordillera Administrative Region (CAR),2671.896666666667,2024, Quarter 1,0.5233333333333333
5323,Spiny Lobster,Region I (Ilocos Region),44220.909999999996,2024, Quarter 1,81.38666666666666
5324,Spiny Lobster,Region II (Cagayan Valley),39669.01333333333,2024, Quarter 1,3.276666666666666
5325,Spiny Lobster,Region III (Central Luzon),1102309.1300000001,2024, Quarter 1,1645.7099999999998
5326,Spiny Lobster,Region IV-A (CALABARZON),1106738.1500000001,2024, Quarter 1,12.97
5327,Spiny Lobster,MIMAROPA Region,4941.233333333334,2024, Quarter 1,5.2299999999999995
5328,Spiny Lobster,Region V (Bicol Region),2437.5433333333335,2024, Quarter 1,2.486666666666667
5329,Spiny Lobster,Region VI (Western Visayas),4706.41,2024, Quarter 1,1.95
5330,Spiny Lobster,Region VII (Central Visayas),36626.71,2024, Quarter 1,64.74666666666666
5331,Spiny Lobster,Region VIII (Eastern Visayas),28667.83,2024, Quarter 1,65.53
5332,Spiny Lobster,Region IX (Zamboanga Peninsula),22413.89333333333,2024, Quarter 1,53.46666666666666
5333,Spiny Lobster,Region X (Nothern Mindanao),10331.513333333334,2024, Quarter 1,30.316666666666666
5334,Spiny Lobster,Region XI (Davao Region),12845.786666666667,2024, Quarter 1,30.543333333333333
5335,Spiny Lobster,Region XII (SOCCSKSARGEN),11168.9,2024, Quarter 1,23.006666666666664
5336,Spiny Lobster,Region XIII (Caraga),9872.07,2024, Quarter 1,4.18
5337,Spiny Lobster,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),102.3,2024, Quarter 1,0.07
5338,Carp,National Capital Region (NCR),549.5566666666667,2024, Quarter 1,4.93
5339,Carp,Cordillera Administrative Region (CAR),74.13,2024, Quarter 1,0.61
5340,Carp,Region I (Ilocos Region),184.43,2024, Quarter 1,1.71
5341,Carp,Region II (Cagayan Valley),422.81,2024, Quarter 1,4.72
5342,Carp,Region III (Central Luzon),892.05,2024, Quarter 1,14.08
5343,Carp,Region IV-A (CALABARZON),14449.1,2024, Quarter 1,555.01
5344,Carp,MIMAROPA Region,79.95,2024, Quarter 1,0.62
5345,Carp,Region V (Bicol Region),41.51,2024, Quarter 1,0.31
5346,Carp,Region VI (Western Visayas),302.65,2024, Quarter 1,2.02
5347,Carp,Region VII (Central Visayas),2.06,2024, Quarter 1,0.01
5348,Carp,Region VIII (Eastern Visayas),864.4766666666666,2024, Quarter 1,3.5400000000000005
5349,Carp,Region IX (Zamboanga Peninsula),4834.81,2024, Quarter 1,185.15666666666664
5350,Carp,Region X (Nothern Mindanao),2359.39,2024, Quarter 1,9.39
5351,Carp,Region XI (Davao Region),28.2,2024, Quarter 1,0.25
5352,Carp,Region XII (SOCCSKSARGEN),96.85,2024, Quarter 1,0.88
5353,Carp,Region XIII (Caraga),5.36,2024, Quarter 1,0.05
5354,Carp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),24323.86,2024, Quarter 1,28.51
5355,Catfish,National Capital Region (NCR),709.7833333333333,2024, Quarter 1,4.993333333333333
5356,Catfish,Cordillera Administrative Region (CAR),145.69,2024, Quarter 1,1.05
5357,Catfish,Region I (Ilocos Region),1444.21,2024, Quarter 1,12.88
5358,Catfish,Region II (Cagayan Valley),5807.68,2024, Quarter 1,56.53
5359,Catfish,Region III (Central Luzon),195412.1,2024, Quarter 1,2076.76
5360,Catfish,Region IV-A (CALABARZON),4062.52,2024, Quarter 1,41.54
5361,Catfish,MIMAROPA Region,20.03,2024, Quarter 1,0.2
5362,Catfish,Region V (Bicol Region),39639.11,2024, Quarter 1,392.3
5363,Catfish,Region VI (Western Visayas),25514.4,2024, Quarter 1,170.16
5364,Catfish,Region VII (Central Visayas),28.08,2024, Quarter 1,0.21
5365,Catfish,Region VIII (Eastern Visayas),231.98,2024, Quarter 1,1.22
5366,Catfish,Region IX (Zamboanga Peninsula),13.82,2024, Quarter 1,0.15
5367,Catfish,Region X (Nothern Mindanao),2512.06,2024, Quarter 1,15.88
5368,Catfish,Region XI (Davao Region),26894.92,2024, Quarter 1,239.34
5369,Catfish,Region XII (SOCCSKSARGEN),2336.33,2024, Quarter 1,17.7
5370,Catfish,Region XIII (Caraga),965.69,2024, Quarter 1,6.44
5371,Catfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),74785.0,2024, Quarter 1,393.58
5372,Gourami,National Capital Region (NCR),114.79333333333334,2024, Quarter 1,1.49
5373,Gourami,Cordillera Administrative Region (CAR),4.59,2024, Quarter 1,0.03
5374,Gourami,Region I (Ilocos Region),340.08,2024, Quarter 1,4.35
5375,Gourami,Region II (Cagayan Valley),41.68,2024, Quarter 1,0.37
5376,Gourami,Region III (Central Luzon),350.64,2024, Quarter 1,5.33
5377,Gourami,Region IV-A (CALABARZON),1172.8133333333333,2024, Quarter 1,3.423333333333334
5378,Gourami,MIMAROPA Region,4.07,2024, Quarter 1,0.04
5379,Gourami,Region V (Bicol Region),5759.013333333333,2024, Quarter 1,11.796666666666667
5380,Gourami,Region VI (Western Visayas),6211.156666666667,2024, Quarter 1,12.233333333333334
5381,Gourami,Region VII (Central Visayas),716.93,2024, Quarter 1,6.456666666666667
5382,Gourami,Region VIII (Eastern Visayas),2.43,2024, Quarter 1,0.02
5383,Gourami,Region IX (Zamboanga Peninsula),4399.54,2024, Quarter 1,7.430000000000001
5384,Gourami,Region X (Nothern Mindanao),8.053333333333333,2024, Quarter 1,8.606666666666667
5385,Gourami,Region XI (Davao Region),18.44,2024, Quarter 1,0.26
5386,Gourami,Region XII (SOCCSKSARGEN),292.41,2024, Quarter 1,2.7
5387,Gourami,Region XIII (Caraga),103.63000000000001,2024, Quarter 1,492.65000000000003
5388,Gourami,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),21388.756666666668,2024, Quarter 1,149.89000000000001
5389,Mudfish,National Capital Region (NCR),1394.5433333333333,2024, Quarter 1,14.996666666666664
5390,Mudfish,Cordillera Administrative Region (CAR),88.3,2024, Quarter 1,0.58
5391,Mudfish,Region I (Ilocos Region),430.58,2024, Quarter 1,4.05
5392,Mudfish,Region II (Cagayan Valley),625.07,2024, Quarter 1,5.78
5393,Mudfish,Region III (Central Luzon),2923.35,2024, Quarter 1,30.38
5394,Mudfish,Region IV-A (CALABARZON),6.01,2024, Quarter 1,0.06
5395,Mudfish,MIMAROPA Region,92.6,2024, Quarter 1,0.64
5396,Mudfish,Region V (Bicol Region),133.97,2024, Quarter 1,1.25
5397,Mudfish,Region VI (Western Visayas),1292.14,2024, Quarter 1,7.89
5398,Mudfish,Region VII (Central Visayas),106.83,2024, Quarter 1,0.72
5399,Mudfish,Region VIII (Eastern Visayas),40.08,2024, Quarter 1,0.29
5400,Mudfish,Region IX (Zamboanga Peninsula),6023.393333333333,2024, Quarter 1,12.350000000000001
5401,Mudfish,Region X (Nothern Mindanao),20.15,2024, Quarter 1,0.21
5402,Mudfish,Region XI (Davao Region),117.44,2024, Quarter 1,1.15
5403,Mudfish,Region XII (SOCCSKSARGEN),522.97,2024, Quarter 1,3.3
5404,Mudfish,Region XIII (Caraga),8.35,2024, Quarter 1,0.05
5405,Mudfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),43.12,2024, Quarter 1,0.27
5406,Freshwater Prawn,National Capital Region (NCR),228.04666666666665,2024, Quarter 1,0.66
5407,Freshwater Prawn,Cordillera Administrative Region (CAR),65.94333333333333,2024, Quarter 1,0.2833333333333333
5408,Freshwater Prawn,Region I (Ilocos Region),18.8,2024, Quarter 1,0.08
5409,Freshwater Prawn,Region II (Cagayan Valley),52.5,2024, Quarter 1,0.15
5410,Freshwater Prawn,Region III (Central Luzon),589.16,2024, Quarter 1,1.9500000000000002
5411,Freshwater Prawn,Region IV-A (CALABARZON),2325.9533333333334,2024, Quarter 1,6.806666666666666
5412,Freshwater Prawn,MIMAROPA Region,0.23,2024, Quarter 1,0.0
5413,Freshwater Prawn,Region V (Bicol Region),5061.243333333333,2024, Quarter 1,17.14666666666667
5414,Freshwater Prawn,Region VI (Western Visayas),1718.7333333333336,2024, Quarter 1,16.713333333333335
5415,Freshwater Prawn,Region VII (Central Visayas),80.49666666666667,2024, Quarter 1,0.3566666666666667
5416,Freshwater Prawn,Region VIII (Eastern Visayas),3.29,2024, Quarter 1,0.02
5417,Freshwater Prawn,Region IX (Zamboanga Peninsula),3317.9466666666667,2024, Quarter 1,15.116666666666667
5418,Freshwater Prawn,Region X (Nothern Mindanao),29.650000000000002,2024, Quarter 1,0.21333333333333335
5419,Freshwater Prawn,Region XI (Davao Region),28.566666666666666,2024, Quarter 1,0.9866666666666667
5420,Freshwater Prawn,Region XII (SOCCSKSARGEN),0.04,2024, Quarter 1,0.0
5421,Freshwater Prawn,Region XIII (Caraga),751.1333333333333,2024, Quarter 1,2.6333333333333333
5422,Freshwater Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),24934.41,2024, Quarter 1,131.22666666666666
5423,Others,National Capital Region (NCR),4771.45,2024, Quarter 1,167.84
5424,Others,Cordillera Administrative Region (CAR),772.56,2024, Quarter 1,7.77
5425,Others,Region I (Ilocos Region),8553.22,2024, Quarter 1,112.08
5426,Others,Region II (Cagayan Valley),1487.01,2024, Quarter 1,10.97
5427,Others,Region III (Central Luzon),30536.93,2024, Quarter 1,366.61
5428,Others,Region IV-A (CALABARZON),10.6,2024, Quarter 1,0.07
5429,Others,MIMAROPA Region,1487.97,2024, Quarter 1,4.78
5430,Others,Region V (Bicol Region),4052.77,2024, Quarter 1,38.25
5431,Others,Region VI (Western Visayas),36488.56,2024, Quarter 1,243.41
5432,Others,Region VII (Central Visayas),40.74,2024, Quarter 1,0.03
5433,Others,Region VIII (Eastern Visayas),1015.51,2024, Quarter 1,3.66
5434,Others,Region IX (Zamboanga Peninsula),682.15,2024, Quarter 1,3.1
5435,Others,Region X (Nothern Mindanao),394.08,2024, Quarter 1,1.31
5436,Others,Region XI (Davao Region),131.88,2024, Quarter 1,2.14
5437,Others,Region XII (SOCCSKSARGEN),3346.28,2024, Quarter 1,12.03
5438,Others,Region XIII (Caraga),5025.75,2024, Quarter 1,7.34
5439,Others,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),337.34,2024, Quarter 1,1.5
5440,Oyster,National Capital Region (NCR),6714.98,2024, Quarter 1,82.98666666666666
5441,Oyster,Cordillera Administrative Region (CAR),12381.403333333334,2024, Quarter 1,41.236666666666665
5442,Oyster,Region I (Ilocos Region),3443.53,2024, Quarter 1,76.34
5443,Oyster,Region II (Cagayan Valley),446.61,2024, Quarter 1,29.77
5444,Oyster,Region III (Central Luzon),9075.25,2024, Quarter 1,309.21
5445,Oyster,Region IV-A (CALABARZON),1211.51,2024, Quarter 1,28.51
5446,Oyster,MIMAROPA Region,13714.366666666667,2024, Quarter 1,41.236666666666665
5447,Oyster,Region V (Bicol Region),0.31,2024, Quarter 1,0.0
5448,Oyster,Region VI (Western Visayas),46711.12,2024, Quarter 1,2773.26
5449,Oyster,Region VII (Central Visayas),1072.16,2024, Quarter 1,60.5
5450,Oyster,Region VIII (Eastern Visayas),222.54,2024, Quarter 1,11.13
5451,Oyster,Region IX (Zamboanga Peninsula),2648.97,2024, Quarter 1,84.34
5452,Oyster,Region X (Nothern Mindanao),144.92,2024, Quarter 1,1.97
5453,Oyster,Region XI (Davao Region),653.61,2024, Quarter 1,48.42
5454,Oyster,Region XII (SOCCSKSARGEN),70924.52666666666,2024, Quarter 1,282.1433333333333
5455,Oyster,Region XIII (Caraga),95103.66666666667,2024, Quarter 1,335.59
5456,Oyster,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),597386.6333333333,2024, Quarter 1,87334.37999999999
5457,Mussel,National Capital Region (NCR),3660.45,2024, Quarter 1,40.3
5458,Mussel,Cordillera Administrative Region (CAR),624.8166666666666,2024, Quarter 1,36.57
5459,Mussel,Region I (Ilocos Region),288.13,2024, Quarter 1,4.8
5460,Mussel,Region II (Cagayan Valley),800.07,2024, Quarter 1,96.20333333333332
5461,Mussel,Region III (Central Luzon),8370.73,2024, Quarter 1,278.03
5462,Mussel,Region IV-A (CALABARZON),17843.98,2024, Quarter 1,409.17
5463,Mussel,MIMAROPA Region,1013.59,2024, Quarter 1,101.36
5464,Mussel,Region V (Bicol Region),1245.43,2024, Quarter 1,24.52
5465,Mussel,Region VI (Western Visayas),4063.71,2024, Quarter 1,121.06
5466,Mussel,Region VII (Central Visayas),1403.76,2024, Quarter 1,196.21333333333334
5467,Mussel,Region VIII (Eastern Visayas),12194.06,2024, Quarter 1,467.55
5468,Mussel,Region IX (Zamboanga Peninsula),6590.52,2024, Quarter 1,145.59666666666666
5469,Mussel,Region X (Nothern Mindanao),405.79,2024, Quarter 1,5.8
5470,Mussel,Region XI (Davao Region),218.37,2024, Quarter 1,3.03
5471,Mussel,Region XII (SOCCSKSARGEN),1292.5333333333333,2024, Quarter 1,5.493333333333332
5472,Mussel,Region XIII (Caraga),1852.3566666666668,2024, Quarter 1,3.563333333333333
5473,Mussel,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),156.25333333333333,2024, Quarter 1,3.1799999999999997
5474,Seaweed,National Capital Region (NCR),103277.14333333333,2024, Quarter 1,15305.326666666668
5475,Seaweed,Cordillera Administrative Region (CAR),695703.09,2024, Quarter 1,102636.31333333334
5476,Seaweed,Region I (Ilocos Region),45.5,2024, Quarter 1,0.91
5477,Seaweed,Region II (Cagayan Valley),22.81,2024, Quarter 1,1.52
5478,Seaweed,Region III (Central Luzon),6671.7,2024, Quarter 1,953.1
5479,Seaweed,Region IV-A (CALABARZON),5692.26,2024, Quarter 1,224.5
5480,Seaweed,MIMAROPA Region,295904.48,2024, Quarter 1,45914.3
5481,Seaweed,Region V (Bicol Region),16377.35,2024, Quarter 1,1500.1
5482,Seaweed,Region VI (Western Visayas),88448.43,2024, Quarter 1,16158.05
5483,Seaweed,Region VII (Central Visayas),25957.57,2024, Quarter 1,3234.64
5484,Seaweed,Region VIII (Eastern Visayas),95.9,2024, Quarter 1,12.65
5485,Seaweed,Region IX (Zamboanga Peninsula),163013.47,2024, Quarter 1,34425.42
5486,Seaweed,Region X (Nothern Mindanao),5129.06,2024, Quarter 1,212.7
5487,Seaweed,Region XI (Davao Region),7894.63,2024, Quarter 1,359.83
5488,Seaweed,Region XII (SOCCSKSARGEN),72674.75666666667,2024, Quarter 1,450.51666666666665
5489,Seaweed,Region XIII (Caraga),1355.95,2024, Quarter 1,205.74
5490,Seaweed,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1791050.0,2024, Quarter 1,261993.87
5491,Milkfish,National Capital Region (NCR),30346.15,2024, Quarter 2,444.06
5492,Milkfish,Cordillera Administrative Region (CAR),24822.979999999996,2024, Quarter 2,147.08666666666667
5493,Milkfish,Region I (Ilocos Region),2742036.67,2024, Quarter 2,26789.42
5494,Milkfish,Region II (Cagayan Valley),50672.09,2024, Quarter 2,352.35
5495,Milkfish,Region III (Central Luzon),1428380.65,2024, Quarter 2,14143.4
5496,Milkfish,Region IV-A (CALABARZON),398009.4,2024, Quarter 2,3179.01
5497,Milkfish,MIMAROPA Region,48780.13,2024, Quarter 2,252.19
5498,Milkfish,Region V (Bicol Region),111111.26,2024, Quarter 2,926.52
5499,Milkfish,Region VI (Western Visayas),2289698.73,2024, Quarter 2,21062.9
5500,Milkfish,Region VII (Central Visayas),204407.37,2024, Quarter 2,1400.32
5501,Milkfish,Region VIII (Eastern Visayas),116633.07,2024, Quarter 2,748.18
5502,Milkfish,Region IX (Zamboanga Peninsula),59986.82,2024, Quarter 2,575.46
5503,Milkfish,Region X (Nothern Mindanao),244733.59,2024, Quarter 2,1918.58
5504,Milkfish,Region XI (Davao Region),604104.41,2024, Quarter 2,4284.18
5505,Milkfish,Region XII (SOCCSKSARGEN),45477.81,2024, Quarter 2,330.02
5506,Milkfish,Region XIII (Caraga),165415.3,2024, Quarter 2,1179.3
5507,Milkfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),21389.02,2024, Quarter 2,174.63
5508,Tilapia,National Capital Region (NCR),2602.73,2024, Quarter 2,58.09
5509,Tilapia,Cordillera Administrative Region (CAR),80664.7,2024, Quarter 2,665.84
5510,Tilapia,Region I (Ilocos Region),933041.32,2024, Quarter 2,9703.32
5511,Tilapia,Region II (Cagayan Valley),332173.61,2024, Quarter 2,3127.62
5512,Tilapia,Region III (Central Luzon),3345265.85,2024, Quarter 2,37163.77
5513,Tilapia,Region IV-A (CALABARZON),683192.82,2024, Quarter 2,8198.49
5514,Tilapia,MIMAROPA Region,6871.12,2024, Quarter 2,52.89
5515,Tilapia,Region V (Bicol Region),38516.57,2024, Quarter 2,318.15
5516,Tilapia,Region VI (Western Visayas),34500.41,2024, Quarter 2,580.5
5517,Tilapia,Region VII (Central Visayas),16428.82,2024, Quarter 2,128.77
5518,Tilapia,Region VIII (Eastern Visayas),20925.69,2024, Quarter 2,139.01
5519,Tilapia,Region IX (Zamboanga Peninsula),4099.36,2024, Quarter 2,43.67
5520,Tilapia,Region X (Nothern Mindanao),147136.72,2024, Quarter 2,1146.13
5521,Tilapia,Region XI (Davao Region),8644.91,2024, Quarter 2,61.29
5522,Tilapia,Region XII (SOCCSKSARGEN),307183.56,2024, Quarter 2,2182.24
5523,Tilapia,Region XIII (Caraga),26269.3,2024, Quarter 2,231.12
5524,Tilapia,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),141364.19,2024, Quarter 2,1386.13
5525,Tiger Prawn,National Capital Region (NCR),22607.77,2024, Quarter 2,70.00666666666666
5526,Tiger Prawn,Cordillera Administrative Region (CAR),36281.70333333333,2024, Quarter 2,252.48666666666668
5527,Tiger Prawn,Region I (Ilocos Region),63531.86,2024, Quarter 2,148.26
5528,Tiger Prawn,Region II (Cagayan Valley),10329.04,2024, Quarter 2,23.05
5529,Tiger Prawn,Region III (Central Luzon),1810067.71,2024, Quarter 2,4516.2
