,Species,Geolocation,Year-Quarter,Volume,Value
5008,..Mudfish,..Region VIII (Eastern Visayas),2023 Quarter 3,0.23,29.86
5009,..Mudfish,..Region IX (Zamboanga Peninsula),2023 Quarter 3,..,..
5010,..Mudfish,..Region X (Nothern Mindanao),2023 Quarter 3,1.54,275.01
5011,..Mudfish,..Region XI (Davao Region),2023 Quarter 3,0.48,50.61
5012,..Mudfish,..Region XII (SOCCSKSARGEN),2023 Quarter 3,2.64,385.92
5013,..Mudfish,..Region XIII (Caraga),2023 Quarter 3,2.59,357.75
5014,..Mudfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 3,0.05,9.15
5015,..Freshwater Prawn,..National Capital Region (NCR),2023 Quarter 3,..,..
5016,..Freshwater Prawn,..Cordillera Administrative Region (CAR),2023 Quarter 3,..,..
5017,..Freshwater Prawn,..Region I (Ilocos Region),2023 Quarter 3,..,..
5018,..Freshwater Prawn,..Region II (Cagayan Valley),2023 Quarter 3,1.16,371.95
5019,..Freshwater Prawn,..Region III (Central Luzon),2023 Quarter 3,..,..
5020,..Freshwater Prawn,..Region IV-A (CALABARZON),2023 Quarter 3,..,..
5021,..Freshwater Prawn,..MIMAROPA Region,2023 Quarter 3,..,..
5022,..Freshwater Prawn,..Region V (Bicol Region),2023 Quarter 3,0.01,0.70
5023,..Freshwater Prawn,..Region VI (Western Visayas),2023 Quarter 3,..,..
5024,..Freshwater Prawn,..Region VII (Central Visayas),2023 Quarter 3,..,..
5025,..Freshwater Prawn,..Region VIII (Eastern Visayas),2023 Quarter 3,..,..
5026,..Freshwater Prawn,..Region IX (Zamboanga Peninsula),2023 Quarter 3,..,..
5027,..Freshwater Prawn,..Region X (Nothern Mindanao),2023 Quarter 3,..,..
5028,..Freshwater Prawn,..Region XI (Davao Region),2023 Quarter 3,0.01,0.58
5029,..Freshwater Prawn,..Region XII (SOCCSKSARGEN),2023 Quarter 3,0.00,0.02
5030,..Freshwater Prawn,..Region XIII (Caraga),2023 Quarter 3,..,..
5031,..Freshwater Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 3,..,..
5032,..Others,..National Capital Region (NCR),2023 Quarter 3,118.37,3514.07
5033,..Others,..Cordillera Administrative Region (CAR),2023 Quarter 3,0.06,85.75
5034,..Others,..Region I (Ilocos Region),2023 Quarter 3,7.70,1083.08
5035,..Others,..Region II (Cagayan Valley),2023 Quarter 3,7.57,948.35
5036,..Others,..Region III (Central Luzon),2023 Quarter 3,69.71,6131.52
5037,..Others,..Region IV-A (CALABARZON),2023 Quarter 3,21.72,63088.76
5038,..Others,..MIMAROPA Region,2023 Quarter 3,1.60,462.26
5039,..Others,..Region V (Bicol Region),2023 Quarter 3,23.65,3166.75
5040,..Others,..Region VI (Western Visayas),2023 Quarter 3,11.57,2246.35
5041,..Others,..Region VII (Central Visayas),2023 Quarter 3,0.12,37.07
5042,..Others,..Region VIII (Eastern Visayas),2023 Quarter 3,0.29,96.92
5043,..Others,..Region IX (Zamboanga Peninsula),2023 Quarter 3,21.15,10695.13
5044,..Others,..Region X (Nothern Mindanao),2023 Quarter 3,0.02,2.75
5045,..Others,..Region XI (Davao Region),2023 Quarter 3,0.14,20.68
5046,..Others,..Region XII (SOCCSKSARGEN),2023 Quarter 3,21.72,6489.35
5047,..Others,..Region XIII (Caraga),2023 Quarter 3,17.02,10631.84
5048,..Others,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 3,0.02,4.23
5049,..Oyster,..National Capital Region (NCR),2023 Quarter 3,..,..
5050,..Oyster,..Cordillera Administrative Region (CAR),2023 Quarter 3,..,..
5051,..Oyster,..Region I (Ilocos Region),2023 Quarter 3,3.15,73.95
5052,..Oyster,..Region II (Cagayan Valley),2023 Quarter 3,54.52,817.83
5053,..Oyster,..Region III (Central Luzon),2023 Quarter 3,199.13,5022.02
5054,..Oyster,..Region IV-A (CALABARZON),2023 Quarter 3,108.49,2808.88
5055,..Oyster,..MIMAROPA Region,2023 Quarter 3,..,..
5056,..Oyster,..Region V (Bicol Region),2023 Quarter 3,6.40,192.09
5057,..Oyster,..Region VI (Western Visayas),2023 Quarter 3,4424.88,65881.68
5058,..Oyster,..Region VII (Central Visayas),2023 Quarter 3,95.02,2075.20
5059,..Oyster,..Region VIII (Eastern Visayas),2023 Quarter 3,2.54,50.82
5060,..Oyster,..Region IX (Zamboanga Peninsula),2023 Quarter 3,69.65,1664.26
5061,..Oyster,..Region X (Nothern Mindanao),2023 Quarter 3,..,..
5062,..Oyster,..Region XI (Davao Region),2023 Quarter 3,26.11,424.50
5063,..Oyster,..Region XII (SOCCSKSARGEN),2023 Quarter 3,..,..
5064,..Oyster,..Region XIII (Caraga),2023 Quarter 3,..,..
5065,..Oyster,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 3,..,..
5066,..Mussel,..National Capital Region (NCR),2023 Quarter 3,557.79,43379.47
5067,..Mussel,..Cordillera Administrative Region (CAR),2023 Quarter 3,..,..
5068,..Mussel,..Region I (Ilocos Region),2023 Quarter 3,12.39,619.32
5069,..Mussel,..Region II (Cagayan Valley),2023 Quarter 3,..,..
5070,..Mussel,..Region III (Central Luzon),2023 Quarter 3,404.94,10123.60
5071,..Mussel,..Region IV-A (CALABARZON),2023 Quarter 3,761.15,28063.62
5072,..Mussel,..MIMAROPA Region,2023 Quarter 3,50.36,503.62
5073,..Mussel,..Region V (Bicol Region),2023 Quarter 3,2398.86,107108.88
5074,..Mussel,..Region VI (Western Visayas),2023 Quarter 3,515.01,21031.86
5075,..Mussel,..Region VII (Central Visayas),2023 Quarter 3,..,..
5076,..Mussel,..Region VIII (Eastern Visayas),2023 Quarter 3,993.83,20829.98
5077,..Mussel,..Region IX (Zamboanga Peninsula),2023 Quarter 3,..,..
5078,..Mussel,..Region X (Nothern Mindanao),2023 Quarter 3,0.09,9.25
5079,..Mussel,..Region XI (Davao Region),2023 Quarter 3,..,..
5080,..Mussel,..Region XII (SOCCSKSARGEN),2023 Quarter 3,..,..
5081,..Mussel,..Region XIII (Caraga),2023 Quarter 3,..,..
5082,..Mussel,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 3,..,..
5083,..Seaweed,..National Capital Region (NCR),2023 Quarter 3,..,..
5084,..Seaweed,..Cordillera Administrative Region (CAR),2023 Quarter 3,..,..
5085,..Seaweed,..Region I (Ilocos Region),2023 Quarter 3,..,..
5086,..Seaweed,..Region II (Cagayan Valley),2023 Quarter 3,2.54,38.07
5087,..Seaweed,..Region III (Central Luzon),2023 Quarter 3,1268.35,10146.80
5088,..Seaweed,..Region IV-A (CALABARZON),2023 Quarter 3,153.75,3616.33
5089,..Seaweed,..MIMAROPA Region,2023 Quarter 3,46827.77,369523.23
5090,..Seaweed,..Region V (Bicol Region),2023 Quarter 3,1356.23,22775.58
5091,..Seaweed,..Region VI (Western Visayas),2023 Quarter 3,18011.23,116201.50
5092,..Seaweed,..Region VII (Central Visayas),2023 Quarter 3,969.16,11389.37
5093,..Seaweed,..Region VIII (Eastern Visayas),2023 Quarter 3,131.77,4379.29
5094,..Seaweed,..Region IX (Zamboanga Peninsula),2023 Quarter 3,37716.58,188303.76
5095,..Seaweed,..Region X (Nothern Mindanao),2023 Quarter 3,79.59,1683.21
5096,..Seaweed,..Region XI (Davao Region),2023 Quarter 3,416.61,4683.85
5097,..Seaweed,..Region XII (SOCCSKSARGEN),2023 Quarter 3,2.42,72.72
5098,..Seaweed,..Region XIII (Caraga),2023 Quarter 3,247.24,2177.97
5099,..Seaweed,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 3,261614.66,1777941.74
5100,All Species,..National Capital Region (NCR),2023 Quarter 4,342.91,20412.98
5101,All Species,..Cordillera Administrative Region (CAR),2023 Quarter 4,661.67,85026.09
5102,All Species,..Region I (Ilocos Region),2023 Quarter 4,70581.84,9226910.19
5103,All Species,..Region II (Cagayan Valley),2023 Quarter 4,3137.27,628779.78
5104,All Species,..Region III (Central Luzon),2023 Quarter 4,72161.02,14298248.00
5105,All Species,..Region IV-A (CALABARZON),2023 Quarter 4,17630.53,1933090.62
5106,All Species,..MIMAROPA Region,2023 Quarter 4,143566.73,959102.87
5107,All Species,..Region V (Bicol Region),2023 Quarter 4,1539.47,204733.18
5108,All Species,..Region VI (Western Visayas),2023 Quarter 4,31264.35,2705722.97
5109,All Species,..Region VII (Central Visayas),2023 Quarter 4,2752.76,367440.97
5110,All Species,..Region VIII (Eastern Visayas),2023 Quarter 4,3135.15,328308.76
5111,All Species,..Region IX (Zamboanga Peninsula),2023 Quarter 4,37031.43,468069.53
5112,All Species,..Region X (Nothern Mindanao),2023 Quarter 4,4329.89,763933.21
5113,All Species,..Region XI (Davao Region),2023 Quarter 4,6231.20,806028.72
5114,All Species,..Region XII (SOCCSKSARGEN),2023 Quarter 4,4144.97,772452.22
5115,All Species,..Region XIII (Caraga),2023 Quarter 4,1872.89,393158.88
5116,All Species,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,337549.54,3252889.89
5117,..Milkfish,..National Capital Region (NCR),2023 Quarter 4,76.17,6024.01
5118,..Milkfish,..Cordillera Administrative Region (CAR),2023 Quarter 4,..,..
5119,..Milkfish,..Region I (Ilocos Region),2023 Quarter 4,66373.42,8781399.31
5120,..Milkfish,..Region II (Cagayan Valley),2023 Quarter 4,5.03,781.98
5121,..Milkfish,..Region III (Central Luzon),2023 Quarter 4,23012.60,2626684.66
5122,..Milkfish,..Region IV-A (CALABARZON),2023 Quarter 4,7848.85,917437.97
5123,..Milkfish,..MIMAROPA Region,2023 Quarter 4,178.76,25761.90
5124,..Milkfish,..Region V (Bicol Region),2023 Quarter 4,178.87,22738.51
5125,..Milkfish,..Region VI (Western Visayas),2023 Quarter 4,11027.37,1474108.19
5126,..Milkfish,..Region VII (Central Visayas),2023 Quarter 4,657.65,80460.87
5127,..Milkfish,..Region VIII (Eastern Visayas),2023 Quarter 4,1652.61,241024.49
5128,..Milkfish,..Region IX (Zamboanga Peninsula),2023 Quarter 4,958.00,90413.85
5129,..Milkfish,..Region X (Nothern Mindanao),2023 Quarter 4,1943.49,257596.95
5130,..Milkfish,..Region XI (Davao Region),2023 Quarter 4,4369.01,625591.42
5131,..Milkfish,..Region XII (SOCCSKSARGEN),2023 Quarter 4,708.01,101921.48
5132,..Milkfish,..Region XIII (Caraga),2023 Quarter 4,1052.10,140727.27
5133,..Milkfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,1759.58,218934.71
5134,..Tilapia,..National Capital Region (NCR),2023 Quarter 4,128.36,5607.82
5135,..Tilapia,..Cordillera Administrative Region (CAR),2023 Quarter 4,650.91,83548.59
5136,..Tilapia,..Region I (Ilocos Region),2023 Quarter 4,3238.25,281292.22
5137,..Tilapia,..Region II (Cagayan Valley),2023 Quarter 4,2137.13,253120.37
5138,..Tilapia,..Region III (Central Luzon),2023 Quarter 4,34293.91,3294560.45
5139,..Tilapia,..Region IV-A (CALABARZON),2023 Quarter 4,7598.91,732708.61
5140,..Tilapia,..MIMAROPA Region,2023 Quarter 4,35.60,4501.31
5141,..Tilapia,..Region V (Bicol Region),2023 Quarter 4,798.46,94324.22
5142,..Tilapia,..Region VI (Western Visayas),2023 Quarter 4,327.93,37069.71
5143,..Tilapia,..Region VII (Central Visayas),2023 Quarter 4,122.91,16029.50
5144,..Tilapia,..Region VIII (Eastern Visayas),2023 Quarter 4,50.23,7206.54
5145,..Tilapia,..Region IX (Zamboanga Peninsula),2023 Quarter 4,51.81,4178.09
5146,..Tilapia,..Region X (Nothern Mindanao),2023 Quarter 4,717.67,89069.31
5147,..Tilapia,..Region XI (Davao Region),2023 Quarter 4,227.29,26920.03
5148,..Tilapia,..Region XII (SOCCSKSARGEN),2023 Quarter 4,1601.78,224018.68
5149,..Tilapia,..Region XIII (Caraga),2023 Quarter 4,109.56,15724.89
5150,..Tilapia,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,5026.97,565353.03
5151,..Tiger Prawn,..National Capital Region (NCR),2023 Quarter 4,..,..
5152,..Tiger Prawn,..Cordillera Administrative Region (CAR),2023 Quarter 4,..,..
5153,..Tiger Prawn,..Region I (Ilocos Region),2023 Quarter 4,225.78,95330.66
5154,..Tiger Prawn,..Region II (Cagayan Valley),2023 Quarter 4,0.61,293.82
5155,..Tiger Prawn,..Region III (Central Luzon),2023 Quarter 4,8305.10,6375239.93
5156,..Tiger Prawn,..Region IV-A (CALABARZON),2023 Quarter 4,20.03,9860.93
5157,..Tiger Prawn,..MIMAROPA Region,2023 Quarter 4,14.64,5610.52
5158,..Tiger Prawn,..Region V (Bicol Region),2023 Quarter 4,26.19,12592.77
5159,..Tiger Prawn,..Region VI (Western Visayas),2023 Quarter 4,134.99,74583.22
5160,..Tiger Prawn,..Region VII (Central Visayas),2023 Quarter 4,45.20,19435.83
5161,..Tiger Prawn,..Region VIII (Eastern Visayas),2023 Quarter 4,1.60,632.82
5162,..Tiger Prawn,..Region IX (Zamboanga Peninsula),2023 Quarter 4,190.38,97770.58
5163,..Tiger Prawn,..Region X (Nothern Mindanao),2023 Quarter 4,234.45,44859.80
5164,..Tiger Prawn,..Region XI (Davao Region),2023 Quarter 4,0.01,2.22
5165,..Tiger Prawn,..Region XII (SOCCSKSARGEN),2023 Quarter 4,0.47,241.59
5166,..Tiger Prawn,..Region XIII (Caraga),2023 Quarter 4,151.56,48880.98
5167,..Tiger Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,321.98,109473.09
5168,..Mudcrab,..National Capital Region (NCR),2023 Quarter 4,..,..
5169,..Mudcrab,..Cordillera Administrative Region (CAR),2023 Quarter 4,..,..
5170,..Mudcrab,..Region I (Ilocos Region),2023 Quarter 4,3.65,1609.02
5171,..Mudcrab,..Region II (Cagayan Valley),2023 Quarter 4,0.94,433.28
5172,..Mudcrab,..Region III (Central Luzon),2023 Quarter 4,1470.15,1107044.06
5173,..Mudcrab,..Region IV-A (CALABARZON),2023 Quarter 4,181.50,96759.96
5174,..Mudcrab,..MIMAROPA Region,2023 Quarter 4,7.30,2926.49
5175,..Mudcrab,..Region V (Bicol Region),2023 Quarter 4,71.60,27418.26
5176,..Mudcrab,..Region VI (Western Visayas),2023 Quarter 4,1291.93,556381.35
5177,..Mudcrab,..Region VII (Central Visayas),2023 Quarter 4,..,..
5178,..Mudcrab,..Region VIII (Eastern Visayas),2023 Quarter 4,14.35,5759.09
5179,..Mudcrab,..Region IX (Zamboanga Peninsula),2023 Quarter 4,150.92,110655.49
5180,..Mudcrab,..Region X (Nothern Mindanao),2023 Quarter 4,1204.53,362898.37
5181,..Mudcrab,..Region XI (Davao Region),2023 Quarter 4,1.16,631.96
5182,..Mudcrab,..Region XII (SOCCSKSARGEN),2023 Quarter 4,3.16,1702.46
5183,..Mudcrab,..Region XIII (Caraga),2023 Quarter 4,76.59,34656.90
5184,..Mudcrab,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,230.90,81983.44
5185,..Endeavor Prawn,..National Capital Region (NCR),2023 Quarter 4,..,..
5186,..Endeavor Prawn,..Cordillera Administrative Region (CAR),2023 Quarter 4,..,..
5187,..Endeavor Prawn,..Region I (Ilocos Region),2023 Quarter 4,1.30,264.52
5188,..Endeavor Prawn,..Region II (Cagayan Valley),2023 Quarter 4,2.04,650.38
5189,..Endeavor Prawn,..Region III (Central Luzon),2023 Quarter 4,6.34,3171.60
5190,..Endeavor Prawn,..Region IV-A (CALABARZON),2023 Quarter 4,7.89,2778.39
5191,..Endeavor Prawn,..MIMAROPA Region,2023 Quarter 4,3.87,806.08
5192,..Endeavor Prawn,..Region V (Bicol Region),2023 Quarter 4,3.72,1050.62
5193,..Endeavor Prawn,..Region VI (Western Visayas),2023 Quarter 4,1.89,375.33
5194,..Endeavor Prawn,..Region VII (Central Visayas),2023 Quarter 4,..,..
5195,..Endeavor Prawn,..Region VIII (Eastern Visayas),2023 Quarter 4,..,..
5196,..Endeavor Prawn,..Region IX (Zamboanga Peninsula),2023 Quarter 4,..,..
5197,..Endeavor Prawn,..Region X (Nothern Mindanao),2023 Quarter 4,18.98,2891.93
5198,..Endeavor Prawn,..Region XI (Davao Region),2023 Quarter 4,..,..
5199,..Endeavor Prawn,..Region XII (SOCCSKSARGEN),2023 Quarter 4,..,..
5200,..Endeavor Prawn,..Region XIII (Caraga),2023 Quarter 4,0.20,64.00
5201,..Endeavor Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,..,..
5202,..White Shrimp,..National Capital Region (NCR),2023 Quarter 4,..,..
5203,..White Shrimp,..Cordillera Administrative Region (CAR),2023 Quarter 4,..,..
5204,..White Shrimp,..Region I (Ilocos Region),2023 Quarter 4,2.41,844.38
5205,..White Shrimp,..Region II (Cagayan Valley),2023 Quarter 4,2.45,392.08
5206,..White Shrimp,..Region III (Central Luzon),2023 Quarter 4,2.76,1048.04
5207,..White Shrimp,..Region IV-A (CALABARZON),2023 Quarter 4,..,..
5208,..White Shrimp,..MIMAROPA Region,2023 Quarter 4,61.02,19815.94
5209,..White Shrimp,..Region V (Bicol Region),2023 Quarter 4,14.05,2016.24
5210,..White Shrimp,..Region VI (Western Visayas),2023 Quarter 4,7.19,2290.65
5211,..White Shrimp,..Region VII (Central Visayas),2023 Quarter 4,..,..
5212,..White Shrimp,..Region VIII (Eastern Visayas),2023 Quarter 4,21.26,5948.24
5213,..White Shrimp,..Region IX (Zamboanga Peninsula),2023 Quarter 4,14.93,3515.69
5214,..White Shrimp,..Region X (Nothern Mindanao),2023 Quarter 4,5.10,764.77
5215,..White Shrimp,..Region XI (Davao Region),2023 Quarter 4,..,..
5216,..White Shrimp,..Region XII (SOCCSKSARGEN),2023 Quarter 4,1.45,189.35
5217,..White Shrimp,..Region XIII (Caraga),2023 Quarter 4,0.27,59.46
5218,..White Shrimp,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,..,..
5219,..Grouper,..National Capital Region (NCR),2023 Quarter 4,..,..
5220,..Grouper,..Cordillera Administrative Region (CAR),2023 Quarter 4,..,..
5221,..Grouper,..Region I (Ilocos Region),2023 Quarter 4,6.02,2575.21
5222,..Grouper,..Region II (Cagayan Valley),2023 Quarter 4,..,..
5223,..Grouper,..Region III (Central Luzon),2023 Quarter 4,..,..
5224,..Grouper,..Region IV-A (CALABARZON),2023 Quarter 4,45.78,16953.95
5225,..Grouper,..MIMAROPA Region,2023 Quarter 4,9.46,12363.81
5226,..Grouper,..Region V (Bicol Region),2023 Quarter 4,22.64,16395.06
5227,..Grouper,..Region VI (Western Visayas),2023 Quarter 4,1.21,523.36
5228,..Grouper,..Region VII (Central Visayas),2023 Quarter 4,0.17,107.45
5229,..Grouper,..Region VIII (Eastern Visayas),2023 Quarter 4,11.90,4768.45
5230,..Grouper,..Region IX (Zamboanga Peninsula),2023 Quarter 4,7.22,3558.40
5231,..Grouper,..Region X (Nothern Mindanao),2023 Quarter 4,..,..
5232,..Grouper,..Region XI (Davao Region),2023 Quarter 4,..,..
5233,..Grouper,..Region XII (SOCCSKSARGEN),2023 Quarter 4,..,..
5234,..Grouper,..Region XIII (Caraga),2023 Quarter 4,..,..
5235,..Grouper,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,..,..
5236,..Siganid,..National Capital Region (NCR),2023 Quarter 4,..,..
5237,..Siganid,..Cordillera Administrative Region (CAR),2023 Quarter 4,..,..
5238,..Siganid,..Region I (Ilocos Region),2023 Quarter 4,17.18,5432.55
5239,..Siganid,..Region II (Cagayan Valley),2023 Quarter 4,0.26,85.58
5240,..Siganid,..Region III (Central Luzon),2023 Quarter 4,0.10,18.41
5241,..Siganid,..Region IV-A (CALABARZON),2023 Quarter 4,2.14,664.22
5242,..Siganid,..MIMAROPA Region,2023 Quarter 4,1.98,470.28
5243,..Siganid,..Region V (Bicol Region),2023 Quarter 4,0.28,33.64
5244,..Siganid,..Region VI (Western Visayas),2023 Quarter 4,..,..
5245,..Siganid,..Region VII (Central Visayas),2023 Quarter 4,0.23,45.84
5246,..Siganid,..Region VIII (Eastern Visayas),2023 Quarter 4,3.18,559.12
5247,..Siganid,..Region IX (Zamboanga Peninsula),2023 Quarter 4,..,..
5248,..Siganid,..Region X (Nothern Mindanao),2023 Quarter 4,..,..
5249,..Siganid,..Region XI (Davao Region),2023 Quarter 4,0.45,127.60
5250,..Siganid,..Region XII (SOCCSKSARGEN),2023 Quarter 4,..,..
5251,..Siganid,..Region XIII (Caraga),2023 Quarter 4,..,..
5252,..Siganid,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,..,..
5253,..P. Vannamei,..National Capital Region (NCR),2023 Quarter 4,..,..
5254,..P. Vannamei,..Cordillera Administrative Region (CAR),2023 Quarter 4,..,..
5255,..P. Vannamei,..Region I (Ilocos Region),2023 Quarter 4,97.68,30272.72
5256,..P. Vannamei,..Region II (Cagayan Valley),2023 Quarter 4,914.82,365929.76
5257,..P. Vannamei,..Region III (Central Luzon),2023 Quarter 4,1922.54,718451.43
5258,..P. Vannamei,..Region IV-A (CALABARZON),2023 Quarter 4,265.33,103754.57
5259,..P. Vannamei,..MIMAROPA Region,2023 Quarter 4,163.76,48914.91
5260,..P. Vannamei,..Region V (Bicol Region),2023 Quarter 4,72.76,14964.64
5261,..P. Vannamei,..Region VI (Western Visayas),2023 Quarter 4,1599.51,344993.39
5262,..P. Vannamei,..Region VII (Central Visayas),2023 Quarter 4,1017.17,241840.06
5263,..P. Vannamei,..Region VIII (Eastern Visayas),2023 Quarter 4,132.86,30404.94
5264,..P. Vannamei,..Region IX (Zamboanga Peninsula),2023 Quarter 4,..,..
5265,..P. Vannamei,..Region X (Nothern Mindanao),2023 Quarter 4,0.91,264.45
5266,..P. Vannamei,..Region XI (Davao Region),2023 Quarter 4,507.96,107895.84
5267,..P. Vannamei,..Region XII (SOCCSKSARGEN),2023 Quarter 4,1751.76,427281.31
5268,..P. Vannamei,..Region XIII (Caraga),2023 Quarter 4,205.68,61705.23
5269,..P. Vannamei,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,..,..
5270,..Spiny Lobster,..National Capital Region (NCR),2023 Quarter 4,..,..
5271,..Spiny Lobster,..Cordillera Administrative Region (CAR),2023 Quarter 4,..,..
5272,..Spiny Lobster,..Region I (Ilocos Region),2023 Quarter 4,..,..
5273,..Spiny Lobster,..Region II (Cagayan Valley),2023 Quarter 4,..,..
5274,..Spiny Lobster,..Region III (Central Luzon),2023 Quarter 4,..,..
5275,..Spiny Lobster,..Region IV-A (CALABARZON),2023 Quarter 4,..,..
5276,..Spiny Lobster,..MIMAROPA Region,2023 Quarter 4,0.34,1199.45
5277,..Spiny Lobster,..Region V (Bicol Region),2023 Quarter 4,..,..
5278,..Spiny Lobster,..Region VI (Western Visayas),2023 Quarter 4,0.97,2897.40
5279,..Spiny Lobster,..Region VII (Central Visayas),2023 Quarter 4,..,..
5280,..Spiny Lobster,..Region VIII (Eastern Visayas),2023 Quarter 4,0.03,39.26
5281,..Spiny Lobster,..Region IX (Zamboanga Peninsula),2023 Quarter 4,0.75,562.50
5282,..Spiny Lobster,..Region X (Nothern Mindanao),2023 Quarter 4,..,..
5283,..Spiny Lobster,..Region XI (Davao Region),2023 Quarter 4,..,..
5284,..Spiny Lobster,..Region XII (SOCCSKSARGEN),2023 Quarter 4,..,..
5285,..Spiny Lobster,..Region XIII (Caraga),2023 Quarter 4,23.31,79906.05
5286,..Spiny Lobster,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,..,..
5287,..Carp,..National Capital Region (NCR),2023 Quarter 4,..,..
5288,..Carp,..Cordillera Administrative Region (CAR),2023 Quarter 4,6.63,876.23
5289,..Carp,..Region I (Ilocos Region),2023 Quarter 4,0.22,23.05
5290,..Carp,..Region II (Cagayan Valley),2023 Quarter 4,4.25,381.09
5291,..Carp,..Region III (Central Luzon),2023 Quarter 4,98.15,5891.02
5292,..Carp,..Region IV-A (CALABARZON),2023 Quarter 4,1257.61,34299.15
5293,..Carp,..MIMAROPA Region,2023 Quarter 4,..,..
5294,..Carp,..Region V (Bicol Region),2023 Quarter 4,2.27,231.09
5295,..Carp,..Region VI (Western Visayas),2023 Quarter 4,0.09,9.41
5296,..Carp,..Region VII (Central Visayas),2023 Quarter 4,..,..
5297,..Carp,..Region VIII (Eastern Visayas),2023 Quarter 4,0.26,35.74
5298,..Carp,..Region IX (Zamboanga Peninsula),2023 Quarter 4,..,..
5299,..Carp,..Region X (Nothern Mindanao),2023 Quarter 4,1.40,275.58
5300,..Carp,..Region XI (Davao Region),2023 Quarter 4,0.18,22.45
5301,..Carp,..Region XII (SOCCSKSARGEN),2023 Quarter 4,2.33,342.89
5302,..Carp,..Region XIII (Caraga),2023 Quarter 4,2.64,362.28
5303,..Carp,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,1.48,194.43
5304,..Catfish,..National Capital Region (NCR),2023 Quarter 4,..,..
5305,..Catfish,..Cordillera Administrative Region (CAR),2023 Quarter 4,2.29,297.45
5306,..Catfish,..Region I (Ilocos Region),2023 Quarter 4,5.90,672.60
5307,..Catfish,..Region II (Cagayan Valley),2023 Quarter 4,36.97,4009.75
5308,..Catfish,..Region III (Central Luzon),2023 Quarter 4,1365.04,129167.13
5309,..Catfish,..Region IV-A (CALABARZON),2023 Quarter 4,22.87,2041.79
5310,..Catfish,..MIMAROPA Region,2023 Quarter 4,0.56,67.00
5311,..Catfish,..Region V (Bicol Region),2023 Quarter 4,6.51,972.76
5312,..Catfish,..Region VI (Western Visayas),2023 Quarter 4,593.69,92577.51
5313,..Catfish,..Region VII (Central Visayas),2023 Quarter 4,0.15,19.52
5314,..Catfish,..Region VIII (Eastern Visayas),2023 Quarter 4,2.14,385.39
5315,..Catfish,..Region IX (Zamboanga Peninsula),2023 Quarter 4,2.29,205.81
5316,..Catfish,..Region X (Nothern Mindanao),2023 Quarter 4,3.35,738.93
5317,..Catfish,..Region XI (Davao Region),2023 Quarter 4,262.97,29297.43
5318,..Catfish,..Region XII (SOCCSKSARGEN),2023 Quarter 4,35.18,4761.02
5319,..Catfish,..Region XIII (Caraga),2023 Quarter 4,1.24,188.95
5320,..Catfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2023 Quarter 4,1980.37,248908.57
5321,..Gourami,..National Capital Region (NCR),2023 Quarter 4,..,..
5322,..Gourami,..Cordillera Administrative Region (CAR),2023 Quarter 4,0.06,10.03
5323,..Gourami,..Region I (Ilocos Region),2023 Quarter 4,0.42,20.88
5324,..Gourami,..Region II (Cagayan Valley),2023 Quarter 4,0.78,85.32
5325,..Gourami,..Region III (Central Luzon),2023 Quarter 4,8.72,496.97
5326,..Gourami,..Region IV-A (CALABARZON),2023 Quarter 4,..,..
5327,..Gourami,..MIMAROPA Region,2023 Quarter 4,..,..
5328,..Gourami,..Region V (Bicol Region),2023 Quarter 4,..,..
5329,..Gourami,..Region VI (Western Visayas),2023 Quarter 4,0.85,42.65
5330,..Gourami,..Region VII (Central Visayas),2023 Quarter 4,..,..
5331,..Gourami,..Region VIII (Eastern Visayas),2023 Quarter 4,0.02,2.74
5332,..Gourami,..Region IX (Zamboanga Peninsula),2023 Quarter 4,..,..
5333,..Gourami,..Region X (Nothern Mindanao),2023 Quarter 4,..,..
5334,..Gourami,..Region XI (Davao Region),2023 Quarter 4,13.75,1098.98
